index,Price
0,954083.3333333334
1,753388.8888888889
2,1004000.0
3,954083.3333333334
4,753388.8888888889
5,1350944.4444444445
6,753388.8888888889
7,1457277.7777777778
8,1004000.0
9,1004000.0
10,1460554.5555555555
11,1004000.0
12,753388.8888888889
13,954083.3333333334
14,753388.8888888889
15,943944.4444444445
16,753388.8888888889
17,954083.3333333334
18,1460554.5555555555
19,1004000.0
20,753388.8888888889
21,1004000.0
22,954083.3333333334
23,753388.8888888889
24,1004000.0
25,954083.3333333334
26,753388.8888888889
27,753388.8888888889
28,753388.8888888889
29,954083.3333333334
30,753388.8888888889
31,1460554.5555555555
32,434033.3333333333
33,753388.8888888889
34,954083.3333333334
35,753388.8888888889
36,954083.3333333334
37,954083.3333333334
38,1720777.7777777778
39,954083.3333333334
40,904500.0
41,1004000.0
42,1460554.5555555555
43,434033.3333333333
44,954083.3333333334
45,1460554.5555555555
46,954083.3333333334
47,1004000.0
48,753388.8888888889
49,1004000.0
50,954083.3333333334
51,2065583.3333333333
52,757277.7777777778
53,753388.8888888889
54,1457277.7777777778
55,1004000.0
56,1004000.0
57,1004000.0
58,1350944.4444444445
59,2065583.3333333333
60,753388.8888888889
61,954083.3333333334
62,1497800.0
63,753388.8888888889
64,2469138.888888889
65,954083.3333333334
66,954083.3333333334
67,1004000.0
68,1457277.7777777778
69,1004000.0
70,1460554.5555555555
71,1460554.5555555555
72,1301138.888888889
73,954083.3333333334
74,1004000.0
75,2469138.888888889
76,954083.3333333334
77,954083.3333333334
78,1004000.0
79,2065583.3333333333
80,1460554.5555555555
81,1350944.4444444445
82,753388.8888888889
83,1004000.0
84,753388.8888888889
85,753388.8888888889
86,954083.3333333334
87,1460554.5555555555
88,954083.3333333334
89,434033.3333333333
90,1004000.0
91,1460554.5555555555
92,1004000.0
93,1004000.0
94,1004000.0
95,1460554.5555555555
96,753388.8888888889
97,1781527.7777777778
98,1301138.888888889
99,1004000.0
100,753388.8888888889
101,2065583.3333333333
102,1460554.5555555555
103,954083.3333333334
104,753388.8888888889
105,753388.8888888889
106,1460554.5555555555
107,954083.3333333334
108,1004000.0
109,2065583.3333333333
110,1460554.5555555555
111,1460554.5555555555
112,954083.3333333334
113,954083.3333333334
114,1781527.7777777778
115,753388.8888888889
116,2065583.3333333333
117,1781527.7777777778
118,1460554.5555555555
119,1497800.0
120,1350944.4444444445
121,753388.8888888889
122,1460554.5555555555
123,954083.3333333334
124,954083.3333333334
125,954083.3333333334
126,1460554.5555555555
127,753388.8888888889
128,954083.3333333334
129,1004000.0
130,753388.8888888889
131,1004000.0
132,1004000.0
133,1460554.5555555555
134,954083.3333333334
135,1460554.5555555555
136,954083.3333333334
137,1004000.0
138,954083.3333333334
139,1004000.0
140,1460554.5555555555
141,1004000.0
142,753388.8888888889
143,1004000.0
144,954083.3333333334
145,1350944.4444444445
146,954083.3333333334
147,753388.8888888889
148,1460554.5555555555
149,1901194.4444444445
150,753388.8888888889
151,1004000.0
152,1004000.0
153,1004000.0
154,954083.3333333334
155,1720777.7777777778
156,1004000.0
157,1234722.2222222222
158,753388.8888888889
159,753388.8888888889
160,1004000.0
161,1460554.5555555555
162,1460554.5555555555
163,1004000.0
164,753388.8888888889
165,2065583.3333333333
166,1004000.0
167,1004000.0
168,904500.0
169,1004000.0
