index,Price
0,1202808.4331774616
1,731687.6465668501
2,963888.3401925645
3,1202808.4331774616
4,731687.6465668501
5,1196089.0338182787
6,731687.6465668501
7,1179611.1968205087
8,963888.3401925645
9,963888.3401925645
10,1435009.1268031758
11,963888.3401925645
12,731687.6465668501
13,1202808.4331774616
14,731687.6465668501
15,987085.5765495175
16,731687.6465668501
17,1202808.4331774616
18,1435009.1268031758
19,963888.3401925645
20,731687.6465668501
21,963888.3401925645
22,1202808.4331774616
23,731687.6465668501
24,963888.3401925645
25,1202808.4331774616
26,731687.6465668501
27,731687.6465668501
28,731687.6465668501
29,1202808.4331774616
30,731687.6465668501
31,1435009.1268031758
32,499486.9529411359
33,731687.6465668501
34,1202808.4331774616
35,731687.6465668501
36,1202808.4331774616
37,1202808.4331774616
38,1697126.456145026
39,1202808.4331774616
40,970607.7395517473
41,963888.3401925645
42,1435009.1268031758
43,499486.9529411359
44,1202808.4331774616
45,1435009.1268031758
46,1202808.4331774616
47,963888.3401925645
48,731687.6465668501
49,963888.3401925645
50,1202808.4331774616
51,1673929.219788073
52,492767.55358195305
53,731687.6465668501
54,1179611.1968205087
55,963888.3401925645
56,963888.3401925645
57,963888.3401925645
58,1196089.0338182787
59,1673929.219788073
60,731687.6465668501
61,1202808.4331774616
62,1458206.363160129
63,731687.6465668501
64,1912849.3127729702
65,1202808.4331774616
66,1202808.4331774616
67,963888.3401925645
68,1179611.1968205087
69,963888.3401925645
70,1435009.1268031758
71,1435009.1268031758
72,1667209.8204288904
73,1202808.4331774616
74,963888.3401925645
75,1912849.3127729702
76,1202808.4331774616
77,1202808.4331774616
78,963888.3401925645
79,1673929.219788073
80,1435009.1268031758
81,1196089.0338182787
82,731687.6465668501
83,963888.3401925645
84,731687.6465668501
85,731687.6465668501
86,1202808.4331774616
87,1435009.1268031758
88,1202808.4331774616
89,499486.9529411359
90,963888.3401925645
91,1435009.1268031758
92,963888.3401925645
93,963888.3401925645
94,963888.3401925645
95,1435009.1268031758
96,731687.6465668501
97,1906129.9134137875
98,1667209.8204288904
99,963888.3401925645
100,731687.6465668501
101,1673929.219788073
102,1435009.1268031758
103,1202808.4331774616
104,731687.6465668501
105,731687.6465668501
106,1435009.1268031758
107,1202808.4331774616
108,963888.3401925645
109,1673929.219788073
110,1435009.1268031758
111,1435009.1268031758
112,1202808.4331774616
113,1202808.4331774616
114,1906129.9134137875
115,731687.6465668501
116,1673929.219788073
117,1906129.9134137875
118,1435009.1268031758
119,1458206.363160129
120,1196089.0338182787
121,731687.6465668501
122,1435009.1268031758
123,1202808.4331774616
124,1202808.4331774616
125,1202808.4331774616
126,1435009.1268031758
127,731687.6465668501
128,1202808.4331774616
129,963888.3401925645
130,731687.6465668501
131,963888.3401925645
132,963888.3401925645
133,1435009.1268031758
134,1202808.4331774616
135,1435009.1268031758
136,1202808.4331774616
137,963888.3401925645
138,1202808.4331774616
139,963888.3401925645
140,1435009.1268031758
141,963888.3401925645
142,731687.6465668501
143,963888.3401925645
144,1202808.4331774616
145,1196089.0338182787
146,1202808.4331774616
147,731687.6465668501
148,1435009.1268031758
149,1650731.9834311202
150,731687.6465668501
151,963888.3401925645
152,963888.3401925645
153,963888.3401925645
154,1202808.4331774616
155,1697126.456145026
156,963888.3401925645
157,1219286.2701752316
158,731687.6465668501
159,731687.6465668501
160,963888.3401925645
161,1435009.1268031758
162,1435009.1268031758
163,963888.3401925645
164,731687.6465668501
165,1673929.219788073
166,963888.3401925645
167,963888.3401925645
168,970607.7395517473
169,963888.3401925645
170,970607.7395517473
171,1441728.5261623587
172,1202808.4331774616
173,963888.3401925645
174,731687.6465668501
175,1435009.1268031758
176,731687.6465668501
177,731687.6465668501
178,1202808.4331774616
179,963888.3401925645
180,1196089.0338182787
181,731687.6465668501
182,731687.6465668501
183,963888.3401925645
184,1906129.9134137875
185,731687.6465668501
186,1435009.1268031758
187,1673929.219788073
188,731687.6465668501
189,963888.3401925645
190,963888.3401925645
191,731687.6465668501
192,963888.3401925645
193,1435009.1268031758
194,963888.3401925645
195,1435009.1268031758
196,1435009.1268031758
197,731687.6465668501
198,963888.3401925645
199,963888.3401925645
200,1202808.4331774616
201,1196089.0338182787
202,731687.6465668501
203,963888.3401925645
204,1435009.1268031758
205,2138330.607039502
206,731687.6465668501
207,1202808.4331774616
208,1202808.4331774616
209,1435009.1268031758
210,963888.3401925645
211,731687.6465668501
212,1202808.4331774616
213,1202808.4331774616
214,970607.7395517473
215,731687.6465668501
216,731687.6465668501
217,963888.3401925645
218,963888.3401925645
219,1202808.4331774616
220,963888.3401925645
221,1202808.4331774616
222,1202808.4331774616
223,1196089.0338182787
224,731687.6465668501
225,1435009.1268031758
226,1435009.1268031758
227,1202808.4331774616
228,1202808.4331774616
229,499486.9529411359
230,731687.6465668501
231,963888.3401925645
232,1202808.4331774616
233,1435009.1268031758
234,731687.6465668501
235,1435009.1268031758
236,1202808.4331774616
237,963888.3401925645
238,1435009.1268031758
239,1435009.1268031758
240,1435009.1268031758
241,987085.5765495175
242,1673929.219788073
243,963888.3401925645
244,1435009.1268031758
245,499486.9529411359
246,731687.6465668501
247,1673929.219788073
248,1196089.0338182787
249,1202808.4331774616
250,731687.6465668501
251,963888.3401925645
252,1202808.4331774616
253,1202808.4331774616
254,1435009.1268031758
255,963888.3401925645
256,1435009.1268031758
257,970607.7395517473
258,1196089.0338182787
259,1435009.1268031758
260,963888.3401925645
261,970607.7395517473
262,963888.3401925645
263,963888.3401925645
264,980366.1771903345
265,1435009.1268031758
266,1202808.4331774616
267,1435009.1268031758
268,1697126.456145026
269,499486.9529411359
270,963888.3401925645
271,1673929.219788073
272,963888.3401925645
273,1202808.4331774616
274,499486.9529411359
275,731687.6465668501
276,1202808.4331774616
277,1202808.4331774616
278,1435009.1268031758
279,1202808.4331774616
280,963888.3401925645
281,731687.6465668501
282,1196089.0338182787
283,963888.3401925645
284,963888.3401925645
285,1202808.4331774616
286,731687.6465668501
287,731687.6465668501
288,1202808.4331774616
289,963888.3401925645
290,1202808.4331774616
291,1906129.9134137875
292,1202808.4331774616
293,1435009.1268031758
294,1673929.219788073
295,963888.3401925645
296,731687.6465668501
297,970607.7395517473
298,731687.6465668501
299,963888.3401925645
300,1202808.4331774616
301,1202808.4331774616
302,1673929.219788073
303,499486.9529411359
304,1435009.1268031758
305,970607.7395517473
306,731687.6465668501
307,724968.2472076673
308,970607.7395517473
309,963888.3401925645
310,1202808.4331774616
311,731687.6465668501
312,1202808.4331774616
313,1673929.219788073
314,963888.3401925645
315,963888.3401925645
316,1435009.1268031758
317,1435009.1268031758
318,731687.6465668501
319,731687.6465668501
320,1202808.4331774616
321,963888.3401925645
322,963888.3401925645
323,731687.6465668501
324,963888.3401925645
325,1435009.1268031758
326,499486.9529411359
327,1690407.056785843
328,1906129.9134137875
329,963888.3401925645
330,1202808.4331774616
331,1458206.363160129
332,731687.6465668501
333,1673929.219788073
334,970607.7395517473
335,731687.6465668501
336,963888.3401925645
337,1202808.4331774616
338,963888.3401925645
339,963888.3401925645
340,1435009.1268031758
341,731687.6465668501
342,987085.5765495175
343,1202808.4331774616
344,1435009.1268031758
345,963888.3401925645
346,1435009.1268031758
347,963888.3401925645
348,499486.9529411359
349,731687.6465668501
350,1435009.1268031758
351,963888.3401925645
352,731687.6465668501
353,970607.7395517473
354,963888.3401925645
355,731687.6465668501
356,499486.9529411359
357,1435009.1268031758
358,1202808.4331774616
359,963888.3401925645
360,970607.7395517473
361,1202808.4331774616
362,731687.6465668501
363,731687.6465668501
364,1202808.4331774616
365,731687.6465668501
366,731687.6465668501
367,731687.6465668501
368,1435009.1268031758
369,731687.6465668501
370,963888.3401925645
371,1202808.4331774616
372,963888.3401925645
373,963888.3401925645
374,963888.3401925645
375,731687.6465668501
376,1435009.1268031758
377,499486.9529411359
378,963888.3401925645
379,731687.6465668501
380,499486.9529411359
381,1435009.1268031758
382,1202808.4331774616
383,499486.9529411359
384,963888.3401925645
385,963888.3401925645
386,1202808.4331774616
387,731687.6465668501
388,731687.6465668501
389,731687.6465668501
390,1202808.4331774616
391,731687.6465668501
392,1435009.1268031758
393,1202808.4331774616
394,1667209.8204288904
395,1435009.1268031758
396,1673929.219788073
397,731687.6465668501
398,963888.3401925645
399,970607.7395517473
400,963888.3401925645
401,1899410.5140546046
402,963888.3401925645
403,499486.9529411359
404,1202808.4331774616
405,963888.3401925645
406,731687.6465668501
407,1202808.4331774616
408,731687.6465668501
409,731687.6465668501
410,1202808.4331774616
411,1899410.5140546046
412,963888.3401925645
413,963888.3401925645
414,1435009.1268031758
415,970607.7395517473
416,963888.3401925645
417,1202808.4331774616
418,963888.3401925645
419,1202808.4331774616
420,731687.6465668501
421,1202808.4331774616
422,1202808.4331774616
423,1202808.4331774616
424,963888.3401925645
425,963888.3401925645
