index,Price
0,1537215.5953353632
1,663937.8854387761
2,943716.0241430892
3,656883.2994146438
4,860189.7069838635
5,975137.3574148917
6,309571.4360664454
7,1774072.096252066
8,584324.907758839
9,1330245.758889959
10,1763240.3977724141
11,997565.4937542042
12,1077327.263646562
13,670793.7304063227
14,420382.5214054573
15,902976.0085173817
16,438110.1197303535
17,629096.7713824762
18,1912247.1926783684
19,-666894.509692142
20,762376.7144535029
21,1046857.3384354301
22,1467428.8791937563
23,1345219.2355906253
24,1312901.152770097
25,1084478.4194380802
26,512471.46322685445
27,433967.98082201416
28,710717.6968578247
29,1399732.506620608
30,519091.5303042979
31,1811233.0934651997
32,-63312.475816795835
33,260384.92822188942
34,697306.0751923802
35,481095.6525502807
36,1847601.6367873182
37,734389.424424113
38,1411962.7420282443
39,474360.58500145085
40,1125970.1921861728
41,1133366.732323932
42,1594151.9840851924
43,268260.6052619753
44,1291654.8093559933
45,1347227.8327326425
46,741261.2925432639
47,669067.9106521099
48,453520.0678357469
49,1016118.3213322916
50,865676.3247074761
51,1985982.695046499
52,527028.4512647595
53,734523.5345659277
54,1667766.8749550674
55,388923.63477262494
56,683726.6481422258
57,1418365.9756080988
58,1527681.7763118865
59,1768753.644552989
60,627196.1344755522
61,1251819.301707
62,1366098.7683779185
63,1231707.2946281421
64,2165618.133043493
65,1639734.2924690053
66,1320447.6060475654
67,726435.0090572515
68,1144634.7232450373
69,833102.7198729005
70,799466.7685890249
71,1663624.404158531
72,1361382.3142201614
73,1774685.2380925529
74,1041112.9817114348
75,2204535.2902656086
76,845348.9375728284
77,1319408.0114355555
78,628912.712228471
79,2134005.604282437
80,972775.0097491225
81,904169.6821387885
82,254263.06089825393
83,1388756.1448601864
84,1083297.2903073388
85,564691.8750180247
86,1246329.5520501365
87,1603205.1779038364
88,429604.5525616085
89,238058.5857793243
90,410630.9338668004
91,1397870.9180526105
92,1362103.5282250228
93,1434335.3670156314
94,1209067.1206162837
95,1659276.56714962
96,316404.4466133455
97,2265254.6478778766
98,1772087.4390614054
99,1476287.1033746363
100,708568.4621213278
101,1665470.0244525499
102,1769656.8108603838
103,1279937.2448566544
104,75472.86646585737
105,750050.5629844466
106,1821215.254075781
107,1390695.4857166382
108,368810.74948686105
109,1792094.3127023836
110,1815832.3195560062
111,1223911.307084704
112,683415.6315665133
113,1424828.2134800733
114,2111489.4002583576
115,666333.6529214478
116,1618083.2641418143
117,2352456.2896988997
118,1394260.6898285628
119,1472715.4128124863
120,1508279.4555047695
121,248442.3256693529
122,1595696.288873802
123,1351002.8769341898
124,1092293.4262518457
125,1333778.5059319914
126,1778163.5273609473
127,663480.096985979
128,923455.3458646121
129,956107.9555844008
130,224239.50549332146
131,1182344.259225803
132,1092430.9757443147
133,2081481.0038258964
134,483548.33584083314
135,1145983.1776466754
136,920193.4138128848
137,810677.5222049521
138,980126.609348579
139,423559.81924568175
140,1480309.4321134742
141,1254020.0589400292
142,1025494.405238309
143,1120224.0779674863
144,1435360.4306529085
145,1384133.8569555816
146,1535936.8311840016
147,832247.0175020612
148,1391264.2929323837
149,1380248.870984541
150,376468.46088613325
151,892032.2082844735
152,357192.2767020579
153,793144.4640273184
154,1287545.0825632687
155,1818608.8069655588
156,1526620.4016066631
157,1417596.2057835034
158,631058.5491292644
159,1033645.0063291595
160,1149445.039991197
161,1896451.175041718
162,2024958.1324825953
163,426801.7713809175
164,1488885.6535404595
165,1933702.6193384798
166,1167417.6890644024
167,791699.9949321053
168,272091.6296176211
169,647329.0355653958
170,1483752.525212852
171,1700090.6255441247
172,848823.4343901376
173,732495.8867230417
174,625902.7129077864
175,1343766.546184221
176,542180.392466908
177,620795.4588535866
178,1251001.6434888805
179,756157.3214861889
180,1520129.6713448057
181,1134251.8764054778
182,701492.2768276494
183,675703.8508990686
184,1801492.1935135545
185,1005661.3947660608
186,1765916.9082343173
187,1939445.9470219403
188,793826.3521304958
189,846462.3406251668
190,662872.5767297209
191,1052512.179958577
192,471401.9374277195
193,1224226.815421544
194,508818.2197905753
195,1232217.3051569571
196,1096154.9065308005
197,849124.3500156758
198,927771.6039101743
199,1159939.8656802233
200,675984.9926310396
201,909732.3378032793
202,485991.4050733907
203,1040771.2905486679
204,1613031.542056856
205,2280097.138657629
206,397838.88687128085
207,1677465.2626479906
208,896031.598127711
209,1390528.0517129935
210,782051.5983560989
211,921275.7781743206
212,1732212.0985457762
213,1469382.3248120737
214,848830.6420194532
215,660454.6051402532
216,877744.6450336806
217,857786.9375476415
218,1640284.3166141906
219,368819.91173210484
220,1181617.1822484543
221,1599987.7492114014
222,1854996.322136344
223,1491756.480542936
224,526174.4141259872
225,1545317.451200068
226,1256392.8990496702
227,972544.3075593826
228,909822.2297209089
229,504799.4115166132
230,677730.8185072558
231,922464.6601874577
232,868317.1206385437
233,1775979.4672173364
234,1199036.3698192935
235,1381547.754312877
236,1158291.0286555632
237,840748.3679653485
238,2012933.861134227
239,1689355.6396133169
240,1158891.6961102241
241,829016.6408370438
242,1802966.738983763
243,1262457.1786465065
244,1736147.9499875922
245,314724.33429306967
246,587152.2254651082
247,1591156.295834334
248,1268880.338488454
249,1592670.9685176346
250,370365.0101400383
251,842481.1795443386
252,1339905.456481268
253,674322.6223713403
254,866363.7018145752
255,774527.1129586996
256,1575858.7839458412
257,1315636.4451708489
258,1039434.6378372359
259,404562.78658871085
260,530355.8555814653
261,911570.655788061
262,1386490.7974375943
263,1520822.0064290399
264,1300322.4930335716
265,1664764.1079997849
266,1408673.7976615261
267,1714438.2775850445
268,1235171.662414711
269,808876.4514539392
270,1272237.5439759095
271,974220.2297416024
272,1001529.4265595432
273,1717209.0838276257
274,550270.053672527
275,1184662.5735618984
276,837294.2131289442
277,1065580.752144916
278,567029.8591766218
279,1350780.1703298462
280,1370758.0671519225
281,-2505.0182988108136
282,1115561.4312442166
283,726510.18719739
284,573422.3089539458
285,1444675.2390490887
286,572078.8850868057
287,986725.4396286188
288,1310865.8685694437
289,645740.4814390054
290,1415236.946006222
291,1927440.123479373
292,1356332.9217702956
293,2040091.4650051463
294,1426417.1080927372
295,1236684.370863569
296,327963.90365224064
297,700324.5409350403
298,973755.8978631294
299,711063.3828302503
300,1151671.383803657
301,800411.5168121445
302,1776052.2526417286
303,482297.8235262572
