index,Price
0,2186829.6039793286
1,623005.8152412756
2,912273.3287619062
3,686797.379262248
4,968438.6153951369
5,868192.9144317136
6,351055.1690920027
7,1676195.2571505583
8,559533.2349769035
9,1639039.1911815866
10,1660704.7127393836
11,920590.7242533375
12,1031567.7844608894
13,631506.3746544139
14,289226.3131443133
15,886283.1289614608
16,519043.4205556947
17,586990.8833039638
18,2155326.2530501448
19,-24758.588093071245
20,643652.0486540499
21,900813.457698665
22,1508082.6264197156
23,1316431.0824135006
24,1293124.9308465454
25,996164.7441697386
26,797025.4584605935
27,468308.2562314295
28,682013.0387349271
29,1408252.6535934086
30,403814.2013588506
31,1698717.124433796
32,-58625.723320323974
33,322537.7315224962
34,554628.1937288536
35,555966.9580344167
36,1780180.708063955
37,819604.1854821555
38,1483670.6865330115
39,717554.8003059838
40,1430110.8737296525
41,1122658.3432313816
42,1453994.5468300916
43,334992.88975940226
44,1146082.315769626
45,1360035.8230285402
46,688426.8150211534
47,609168.9297148573
48,334897.4114101499
49,1082885.1981042156
50,677455.729808565
51,2591019.6029629083
52,437722.36081050616
53,802298.5645248928
54,1955085.3621786837
55,270770.93965724285
56,661653.6731162008
57,1278619.1490612554
58,1553538.802646632
59,1807203.7302102824
60,500067.92489337
61,1150769.4410630593
62,1362160.3178412658
63,1242362.0321803608
64,2397939.422547847
65,1558313.7390340879
66,1932464.8368936924
67,761668.3798748734
68,1011269.7702532049
69,1133302.678574214
70,753327.5346120386
71,1577545.7889295116
72,1110774.9742435592
73,1718211.3509066957
74,1064994.2964214124
75,1977070.7421905338
76,631009.9347037687
77,1397640.7889777534
78,654709.9383937006
79,2350579.7114618737
80,783533.2874916138
81,890567.8421797933
82,297108.8189112381
83,1355434.7850426263
84,1076032.6652888104
85,842466.8529621416
86,1132380.8998093377
87,1548782.2280085364
88,669491.5937763142
89,310538.3465493743
90,374617.19478796807
91,1328847.1407377892
92,1290781.5728957134
93,1727289.9471522043
94,1121779.5334641235
95,1913656.3734395476
96,347538.77260640776
97,2506848.5049290042
98,1651309.5132131516
99,1212002.569637007
100,694273.2461987104
101,1467180.9419758022
102,1645975.614695479
103,1552444.1397986156
104,102495.06416999735
105,677377.5609557447
106,1832372.271791606
107,1693836.4633907306
108,321334.0885291693
109,1583041.255816205
110,1680254.6785948938
111,1080939.0586620318
112,820276.5402788493
113,1381464.0684166076
114,2058340.5990448706
115,613103.80914406
116,1485943.696794287
117,2560754.9026130894
118,1261530.8648574462
119,1484418.2941112537
120,1806505.3717165
121,207848.52030573878
122,1644291.759635531
123,1307744.0607285993
124,964024.1299949165
125,1351463.6022967529
126,1585251.293694362
127,980505.0056206083
128,858245.1331907248
129,1074195.9363466708
130,352231.08985577326
131,1254082.940178637
132,1124456.0932926645
133,2296477.8701700214
134,346972.40031822503
135,992855.5720035821
136,655927.4098005982
137,947701.0844972774
138,898986.5879648209
139,615280.1883705927
140,1449391.008578937
141,1186075.7517351855
142,1054930.975889994
143,1117650.8797734792
144,1489334.4506387175
145,1682921.4589905858
146,1505331.5472881584
147,713284.965125691
148,1286501.326264211
149,1434274.7636944384
150,484254.41457535746
151,858088.0103488989
152,419466.1335577216
153,821539.2835610325
154,1311497.8920495391
155,1701704.7978384157
156,1676878.9944952053
157,1390441.352380668
158,593217.6838443959
159,986660.97351705
160,1232631.0861808362
161,1850192.861296642
162,1895122.516138805
163,534452.4417566195
164,1386700.1139878973
165,1865069.8340322697
166,1499629.350867185
167,779848.5602344392
168,494996.83289698523
169,724879.0271865787
170,1381168.2914160457
171,1635322.0109342176
172,990294.8631419664
173,797281.731526019
174,559967.7680217524
175,1208598.3543250135
176,534635.404027514
177,940899.1300478444
178,1277206.7380347997
179,850775.7385127407
180,1495644.2623848394
181,1063147.218083329
182,662516.2722154133
183,616320.1595115188
184,1796990.0865567627
185,1270497.3205555943
186,1668824.6264353432
187,1849468.5348011684
188,828614.6466257522
189,1080655.868797824
190,741249.564227726
191,925652.148691385
192,467818.46407856524
193,1163292.625929112
194,674943.3891987778
195,967220.6941803141
196,964889.0156802544
197,961671.3380155342
198,956108.688164599
199,1115607.3159681857
200,797204.2734486652
201,801401.5067881943
202,448262.5775419356
203,915555.5644700618
204,1484099.1838783752
205,2499467.2749039847
206,195633.9464017119
207,1573237.9315895769
208,858445.0693934468
209,1209201.089567214
210,776779.7291625956
211,889318.0527673018
212,2019911.5777330762
213,1189121.1492774684
214,788029.5185930922
215,961263.6955922897
216,911315.313535624
217,681632.9600084082
218,1421715.0682888175
219,531429.9210024566
220,1008158.1464253642
221,1538502.3098633534
222,1784179.4321185383
223,1335498.6478227621
224,544768.0767584692
225,1443186.5456833972
226,1179055.0016771317
227,795892.638202874
228,822847.936523783
229,411617.98859705485
230,573088.7902469113
231,1028268.6225360694
232,1003090.7687603706
233,1748179.4388465509
234,1133411.8706400178
235,1226267.691944932
236,1041887.8501437927
237,937768.1563443454
238,1816542.3734077017
239,1514962.6419424487
240,1163309.9586126087
241,804040.8407647337
242,1615198.5235040523
243,1571112.8826720768
244,2002764.918306755
245,351080.0898877898
246,495579.64207169367
247,1402869.968625856
248,1291664.0344977449
249,1503243.3187113053
250,418993.175109976
251,841148.372789003
252,1314716.1159265342
253,650807.2315836127
254,786764.2040302732
255,805511.2503823893
256,1528183.4931085892
257,1195083.5230829641
258,923021.6154801161
259,539692.5160001916
260,660018.6076485
261,704319.641290965
262,1308144.0271491213
263,1429088.696840189
264,1580971.2617867189
265,1594119.7474129545
266,1121071.8719265047
267,1709870.6330516944
268,1236872.2195647773
269,1110695.5372167416
270,1016467.0534151229
271,865599.6231771227
272,1017973.1852810933
273,1635237.3507556103
274,487959.9061238166
275,1144939.4193023413
276,684769.7197829657
277,1098424.0524225323
278,579244.9678102129
279,1357195.7765040398
280,1310881.2986565125
281,79595.56873801374
282,1026920.816360571
283,778696.5719662757
284,688954.2166548558
285,1402001.7098217634
286,576502.1455164875
287,1020308.9476315987
288,1567169.768089077
289,561222.3396138253
290,2075502.4191026115
291,1931438.0898542146
292,1428435.474152226
